PULocationID,trips,revenue,avg_revenue,avg_fare_per_mile,avg_duration_per_mile,avg_tip_rate,Zone,Borough
229,54401,1177923.75,21.652612084336685,12.935135834397622,10.130712244321522,0.21591986963032703,Sutton Place/Turtle Bay North,Manhattan
230,117306,3146705.72,26.824763609704537,14.174596406875306,9.446886750629588,0.20808710285256324,Times Sq/Theatre District,Manhattan
231,41813,1076688.09,25.75007987946333,22.966323403139594,15.98854887061326,0.19266492181418599,TriBeCa/Civic Center,Manhattan
232,5072,131228.5,25.873126971608833,19.263993937212742,15.363339276155989,0.0922379913704083,Two Bridges/Seward Park,Manhattan
233,33675,812214.94,24.119226132145506,17.398774156282947,12.78960738818456,0.19580329113309805,UN/Turtle Bay South,Manhattan
234,89629,1954109.77,21.802204308873243,14.575003205537252,11.036983735397264,0.21614716380470841,Union Sq,Manhattan
235,433,13689.01,31.61434180138568,13.869547404524347,11.652661608775118,0.006914039241627428,University Heights/Morris Heights,Bronx
236,148377,3012713.3,20.30444947667091,11.99620233216558,9.234217582421502,0.22349537964378363,Upper East Side North,Manhattan
237,156488,3110152.55,19.874703172128214,11.769984673428985,9.159150733297327,0.2309431110671809,Upper East Side South,Manhattan
238,64453,1345961.82,20.88284207096644,13.359945502755316,9.209401229691178,0.20855281721483768,Upper West Side North,Manhattan
239,91082,1928380.44,21.171915856041807,11.824366034390263,8.411274570289775,0.22235518306707341,Upper West Side South,Manhattan
240,32,1318.12,41.19125,89.92806248712374,63.92350289793669,0.006847194135490394,Van Cortlandt Park,Bronx
241,323,11465.7,35.49752321981424,12.41424978570006,12.299802533673978,0.002830688445011005,Van Cortlandt Village,Bronx
242,326,11040.01,33.86506134969325,23.49468553605391,20.87240947523539,0.004070456388642405,Van Nest/Morris Park,Bronx
243,899,26945.36,29.972591768631816,44.96714306186464,25.12498011868649,0.03076764086442054,Washington Heights North,Manhattan
244,2652,74757.71,28.18918174962293,49.586629691935116,30.51355724280824,0.0605184504553773,Washington Heights South,Manhattan
245,3,142.05,47.35,3.9917502896355046,5.679350721365694,0.0,West Brighton,Staten Island
246,59511,1411267.82,23.71440271546437,19.427019010582267,15.138466624596171,0.19797054323664182,West Chelsea/Hudson Yards,Manhattan
247,602,17606.86,29.247275747508308,31.28945418045113,28.47278320541527,0.008208240563837853,West Concourse,Bronx
248,298,10306.13,34.5843288590604,4.577947883343036,4.60391848145156,0.0009869719699960521,West Farms/Bronx River,Bronx
